Year / Année,Sex / Sexe,Name / Nom,Count / Total
2006,M,NOAH,59
2006,M,LOGAN,46
2006,M,MATTHEW,42
2006,M,BENJAMIN,41
2006,M,ALEXANDER,40
2006,M,NICHOLAS,37
2006,M,ZACHARY,37
2006,M,GABRIEL,36
2006,M,WILLIAM,35
2006,M,RYAN,35
2006,M,ALEX,34
2006,M,CONNOR,33
2006,M,NATHAN,33
2006,M,ALEXANDRE,31
2006,M,CALEB,31
2006,M,JACK,30
2006,M,OWEN,29
2006,M,THOMAS,29
2006,F,EMMA,68
2006,F,OLIVIA,60
2006,F,MADISON,44
2006,F,EMILY,42
2006,F,HANNAH,40
2006,F,ABIGAIL,39
2006,F,AUDREY,33
2006,F,AVA,33
2006,F,LAUREN,32
2006,F,LILY,31
2006,F,SARAH,31
2006,F,ISABELLE,31
2006,F,BROOKE,28
2006,F,ELLA,28
2006,F,CHLOE,26
2006,F,GRACE,25
2006,F,HAILEY,24
2006,F,ALYSSA,23
2006,F,ISABELLA,22
2006,F,GABRIELLE,22
2007,M,SAMUEL,69
2007,M,JACOB,68
2007,M,NATHAN,63
2007,M,ETHAN,55
2007,M,NOAH,52
2007,M,LUCAS,45
2007,M,LOGAN,45
2007,M,ZACHARY,42
2007,M,ALEX,40
2007,M,WILLIAM,39
2007,M,LIAM,38
2007,M,TYLER,37
2007,M,JACK,37
2007,M,RYAN,35
2007,M,ALEXANDER,34
2007,M,JAYDEN,34
2007,M,OWEN,34
2007,M,BENJAMIN,33
2007,M,CAMERON,32
2007,M,GABRIEL,31
2007,M,DYLAN,31
2007,F,EMMA,69
2007,F,MADISON,58
2007,F,OLIVIA,55
2007,F,ABIGAIL,41
2007,F,AVA,39
2007,F,EMILY,37
2007,F,GABRIELLE,35
2007,F,SOPHIE,33
2007,F,ALYSSA,31
2007,F,SARAH,29
2007,F,JASMINE,28
2007,F,ELLA,28
2007,F,ISABELLE,28
2007,F,BROOKLYN,27
2007,F,HANNAH,26
2007,F,BRIANNA,24
2007,F,CHLOE,24
2007,F,GRACE,23
2007,F,TAYLOR,22
2007,F,ADDISON,21
2008,M,SAMUEL,64
2008,M,NOAH,59
2008,M,ETHAN,58
2008,M,WILLIAM,55
2008,M,NATHAN,54
2008,M,JACOB,53
2008,M,LOGAN,47
2008,M,LIAM,45
2008,M,ALEX,44
2008,M,ALEXANDER,40
2008,M,JACK,36
2008,M,ALEXANDRE,35
2008,M,ZACHARY,35
2008,M,EVAN,34
2008,M,RYAN,33
2008,M,OWEN,33
2008,M,MAXIME,33
2008,M,NICHOLAS,33
2008,M,CAMERON,32
2008,M,JAYDEN,30
2008,M,JOSHUA,30
2008,F,EMMA,66
2008,F,MADISON,47
2008,F,OLIVIA,47
2008,F,SOPHIE,39
2008,F,EMILY,36
2008,F,AVA,35
2008,F,HAILEY,34
2008,F,CHLOE,33
2008,F,LILY,33
2008,F,ABIGAIL,33
2008,F,HANNAH,33
2008,F,CHLOÉ,28
2008,F,BROOKE,28
2008,F,CLAIRE,27
2008,F,ISABELLE,26
2008,F,GABRIELLE,25
2008,F,ALEXIS,25
2008,F,AUDREY,24
2008,F,ANNA,24
2008,F,BROOKLYN,24
2009,M,JACOB,69
2009,M,WILLIAM,64
2009,M,NOAH,59
2009,M,ETHAN,59
2009,M,LIAM,52
2009,M,SAMUEL,51
2009,M,NATHAN,42
2009,M,ALEX,41
2009,M,LUCAS,41
2009,M,BENJAMIN,37
2009,M,ZACHARY,37
2009,M,ALEXANDER,34
2009,M,LOGAN,34
2009,M,RYAN,33
2009,M,OWEN,33
2009,M,AIDEN,33
2009,M,NICHOLAS,30
2009,M,MAXIME,30
2009,M,JACK,29
2009,M,DYLAN,27
2009,M,CARTER,27
2009,M,ISAAC,27
2009,M,GABRIEL,27
2009,F,EMMA,63
2009,F,OLIVIA,53
2009,F,MADISON,48
2009,F,ALEXIS,47
2009,F,SOPHIE,41
2009,F,LILY,40
2009,F,AVA,39
2009,F,ABIGAIL,37
2009,F,EMILY,32
2009,F,CHLOE,30
2009,F,HANNAH,29
2009,F,AUDREY,28
2009,F,GRACE,28
2009,F,ISABELLE,27
2009,F,MYA,26
2009,F,LEAH,25
2009,F,CLAIRE,24
2009,F,SARAH,24
2009,F,ELLA,24
2009,F,ISABELLA,24
2010,M,JACOB,70
2010,M,NOAH,66
2010,M,LIAM,62
2010,M,WILLIAM,51
2010,M,SAMUEL,50
2010,M,OWEN,46
2010,M,LOGAN,44
2010,M,NATHAN,41
2010,M,JACK,36
2010,M,ETHAN,35
2010,M,BENJAMIN,34
2010,M,ISAAC,32
2010,M,CALEB,32
2010,M,XAVIER,31
2010,M,CARTER,31
2010,M,ALEXANDER,30
2010,M,ALEXANDRE,30
2010,M,LUCAS,29
2010,M,GABRIEL,25
2010,M,HUNTER,25
2010,M,DYLAN,25
2010,M,RILEY,25
2010,F,EMMA,55
2010,F,AVA,53
2010,F,SOPHIE,52
2010,F,OLIVIA,49
2010,F,CHLOE,37
2010,F,EMILY,37
2010,F,SOPHIA,36
2010,F,ELLA,36
2010,F,ABIGAIL,36
2010,F,ISABELLA,35
2010,F,LILY,32
2010,F,MADISON,31
2010,F,ISABELLE,27
2010,F,MIA,26
2010,F,LEAH,25
2010,F,BROOKLYN,25
2010,F,ZOÉ,24
2010,F,GRACE,23
2010,F,MYA,23
2010,F,LAUREN,22
2010,F,CLAIRE,22
2011,M,JACOB,63
2011,M,WILLIAM,55
2011,M,NOAH,51
2011,M,ALEXANDER,46
2011,M,BENJAMIN,44
2011,M,LUCAS,43
2011,M,NATHAN,39
2011,M,SAMUEL,39
2011,M,LOGAN,39
2011,M,LIAM,39
2011,M,JACK,38
2011,M,ETHAN,33
2011,M,OWEN,32
2011,M,HAYDEN,31
2011,M,MASON,30
2011,M,AIDEN,29
2011,M,JAYDEN,29
2011,M,MAXIME,28
2011,M,CARTER,27
2011,M,ISAAC,27
2011,F,EMMA,63
2011,F,OLIVIA,54
2011,F,AVA,41
2011,F,CHLOE,36
2011,F,SOPHIA,34
2011,F,EMILY,33
2011,F,SOPHIE,32
2011,F,ABIGAIL,30
2011,F,LILY,28
2011,F,ELLA,27
2011,F,CHARLOTTE,26
2011,F,MADISON,25
2011,F,GRACE,25
2011,F,HAILEY,25
2011,F,ADDISON,24
2011,F,ALEXIS,24
2011,F,LEAH,24
2011,F,AUDREY,23
2011,F,JASMINE,22
2011,F,CLAIRE,22
2012,M,LIAM,54
2012,M,NOAH,51
2012,M,WILLIAM,49
2012,M,JACOB,49
2012,M,SAMUEL,47
2012,M,LUCAS,40
2012,M,BENJAMIN,40
2012,M,LOGAN,38
2012,M,MASON,36
2012,M,OWEN,33
2012,M,CARTER,31
2012,M,DYLAN,30
2012,M,GABRIEL,30
2012,M,ETHAN,30
2012,M,JAMES,29
2012,M,NATHAN,29
2012,M,XAVIER,28
2012,M,ALEX,28
2012,M,JAXON,27
2012,M,ALEXANDER,26
2012,M,ZACHARY,26
2012,M,THOMAS,26
2012,F,OLIVIA,52
2012,F,EMMA,50
2012,F,SOPHIA,44
2012,F,LILY,41
2012,F,ABIGAIL,32
2012,F,SOPHIE,32
2012,F,AVA,31
2012,F,CHLOE,29
2012,F,MIA,26
2012,F,CLAIRE,25
2012,F,ALEXIS,25
2012,F,MADISON,24
2012,F,CHARLOTTE,24
2012,F,ISABELLA,24
2012,F,HANNAH,24
2012,F,EMILY,24
2012,F,BROOKLYN,22
2012,F,AUDREY,21
2012,F,ZOEY,20
2012,F,ELLA,19
2012,F,ANNABELLE,19
2013,M,JACOB,67
2013,M,LIAM,64
2013,M,NOAH,53
2013,M,WILLIAM,51
2013,M,LOGAN,46
2013,M,CARTER,43
2013,M,BENJAMIN,38
2013,M,JACKSON,37
2013,M,OLIVIER,34
2013,M,LUCAS,34
2013,M,HUNTER,33
2013,M,THOMAS,33
2013,M,OWEN,33
2013,M,NATHAN,31
2013,M,ALEXANDER,30
2013,M,XAVIER,30
2013,M,SAMUEL,30
2013,M,CALEB,29
2013,M,MASON,29
2013,M,JACK,28
2013,F,OLIVIA,62
2013,F,EMMA,54
2013,F,CHARLOTTE,33
2013,F,SOPHIE,33
2013,F,SOPHIA,30
2013,F,ABIGAIL,30
2013,F,SADIE,28
2013,F,MIA,28
2013,F,EMILY,28
2013,F,ELLA,27
2013,F,LILY,27
2013,F,AVA,25
2013,F,MADISON,24
2013,F,GRACE,23
2013,F,ELLIE,22
2013,F,CHLOE,22
2013,F,AVERY,22
2013,F,ADDISON,22
2013,F,BROOKLYN,20
2013,F,ISABELLA,20
2014,M,LIAM,70
2014,M,NOAH,62
2014,M,WILLIAM,54
2014,M,SAMUEL,51
2014,M,JACOB,49
2014,M,JACK,40
2014,M,OWEN,39
2014,M,LUCAS,39
2014,M,MASON,35
2014,M,CARTER,33
2014,M,HUNTER,32
2014,M,NATHAN,32
2014,M,ETHAN,30
2014,M,LOGAN,29
2014,M,JAYDEN,27
2014,M,BENJAMIN,27
2014,M,ALEXANDER,26
2014,M,OLIVER,26
2014,M,CALEB,25
2014,M,OLIVIER,25
2014,F,OLIVIA,58
2014,F,EMMA,58
2014,F,AVA,31
2014,F,MADISON,30
2014,F,CHARLOTTE,30
2014,F,LILY,29
2014,F,MIA,28
2014,F,SADIE,27
2014,F,AUDREY,27
2014,F,ELLA,25
2014,F,GRACE,24
2014,F,EMILY,23
2014,F,SOPHIE,23
2014,F,AVERY,22
2014,F,SOPHIA,22
2014,F,ANNABELLE,21
2014,F,CHLOE,21
2014,F,EVELYN,21
2014,F,ABIGAIL,19
2014,F,ISABELLE,19
2015,M,LIAM,72
2015,M,WILLIAM,55
2015,M,JACOB,47
2015,M,NOAH,43
2015,M,OWEN,43
2015,M,BENJAMIN,38
2015,M,LOGAN,36
2015,M,SAMUEL,35
2015,M,JACK,34
2015,M,OLIVER,32
2015,M,JACKSON,31
2015,M,MASON,30
2015,M,GABRIEL,29
2015,M,OLIVIER,29
2015,M,THOMAS,29
2015,M,JAMES,28
2015,M,ETHAN,28
2015,M,LUCAS,27
2015,M,JAXON,26
2015,M,ISAAC,26
2015,F,EMMA,52
2015,F,OLIVIA,50
2015,F,EMILY,33
2015,F,CHARLOTTE,28
2015,F,MIA,26
2015,F,SOPHIA,26
2015,F,ISABELLA,24
2015,F,SADIE,23
2015,F,GRACE,22
2015,F,MADISON,21
2015,F,AVA,21
2015,F,JADE,20
2015,F,ELLA,20
2015,F,AVERY,19
2015,F,ELLIE,19
2015,F,ARIA,19
2015,F,AMELIA,19
2015,F,LEAH,18
2015,F,AUDREY,17
2015,F,SOPHIE,17
2016,M,LIAM,56
2016,M,WILLIAM,48
2016,M,JACOB,45
2016,M,NOAH,44
2016,M,THOMAS,42
2016,M,BENJAMIN,38
2016,M,SAMUEL,36
2016,M,MASON,36
2016,M,JACK,35
2016,M,JAXON,31
2016,M,LINCOLN,31
2016,M,OWEN,30
2016,M,XAVIER,29
2016,M,CALEB,28
2016,M,ISAAC,26
2016,M,JACKSON,26
2016,M,OLIVER,26
2016,M,LUCAS,25
2016,M,JAMES,24
2016,M,CARTER,23
2016,M,OLIVIER,23
2016,F,EMMA,55
2016,F,OLIVIA,52
2016,F,CHARLOTTE,38
2016,F,SOPHIA,36
2016,F,ELLIE,29
2016,F,LILY,26
2016,F,MIA,26
2016,F,ANNA,24
2016,F,AUDREY,24
2016,F,GRACE,23
2016,F,AMELIA,22
2016,F,HAILEY,22
2016,F,MADISON,22
2016,F,ABIGAIL,22
2016,F,EVELYN,22
2016,F,AVA,21
2016,F,ANNABELLE,21
2016,F,ZOEY,20
2016,F,SOPHIE,19
2016,F,PEYTON,18
2017,M,LIAM,60
2017,M,NOAH,44
2017,M,BENJAMIN,42
2017,M,LOGAN,41
2017,M,WILLIAM,40
2017,M,LUCAS,36
2017,M,JACK,33
2017,M,WYATT,32
2017,M,SAMUEL,31
2017,M,THOMAS,30
2017,M,OLIVER,30
2017,M,MASON,30
2017,M,JAMES,30
2017,M,OWEN,27
2017,M,LINCOLN,27
2017,M,HUDSON,25
2017,M,XAVIER,24
2017,M,JACOB,24
2017,M,JAXON,22
2017,M,ALEXANDER,22
2017,F,EMMA,53
2017,F,OLIVIA,44
2017,F,AMELIA,33
2017,F,CHARLOTTE,30
2017,F,SOPHIA,29
2017,F,MADISON,25
2017,F,ELLA,25
2017,F,ELIZABETH,22
2017,F,SCARLETT,21
2017,F,AVA,20
2017,F,AUDREY,20
2017,F,WILLOW,19
2017,F,ADDISON,19
2017,F,LILY,18
2017,F,GRACE,18
2017,F,ISABELLE,17
2017,F,ELLIE,17
2017,F,CLAIRE,17
2017,F,ABIGAIL,17
2017,F,ALEXA,17
2018,M,WILLIAM,63
2018,M,LIAM,50
2018,M,NOAH,46
2018,M,OLIVER,39
2018,M,JACK,38
2018,M,JACOB,35
2018,M,LOGAN,33
2018,M,LUCAS,32
2018,M,HENRY,28
2018,M,OWEN,27
2018,M,BENJAMIN,27
2018,M,ETHAN,27
2018,M,MASON,26
2018,M,JAMES,24
2018,M,THOMAS,24
2018,M,XAVIER,24
2018,M,SAMUEL,23
2018,M,CALEB,23
2018,M,JACKSON,23
2018,M,FÉLIX,23
2018,F,OLIVIA,50
2018,F,EMMA,49
2018,F,CHARLOTTE,35
2018,F,AMELIA,29
2018,F,EVERLY,24
2018,F,AVERY,24
2018,F,ABIGAIL,23
2018,F,AVA,22
2018,F,SOPHIA,21
2018,F,JADE,20
2018,F,AUDREY,19
2018,F,MILA,19
2018,F,ELLIE,19
2018,F,ZOÉ,19
2018,F,LILY,18
2018,F,EMILY,18
2018,F,ISABELLA,18
2018,F,EVELYN,18
2018,F,CHLOE,17
2018,F,VIOLET,17
